employeeRef,reasonCode,monthRaw,dayRaw,hoursRaw,ageRaw,serviceYears,disciplinary,hitTarget,workload
3.0,28.0,12.0,6.0,1.0,38.0,18.0,0.0,93.0,236.629
22.0,23.0,12.0,3.0,1.0,30.0,9.0,0.0,93.0,236.629
34.0,25.0,12.0,3.0,8.0,37.0,10.0,0.0,93.0,236.629
1.0,25.0,12.0,5.0,2.0,37.0,14.0,0.0,93.0,236.629
3.0,28.0,12.0,6.0,1.0,38.0,18.0,0.0,93.0,236.629
5.0,13.0,12.0,3.0,8.0,43.0,13.0,0.0,93.0,236.629
1.0,14.0,12.0,3.0,4.0,37.0,14.0,0.0,93.0,236.629
20.0,26.0,12.0,4.0,8.0,36.0,11.0,0.0,93.0,236.629
30.0,28.0,12.0,2.0,2.0,29.0,6.0,0.0,93.0,236.629
3.0,28.0,12.0,2.0,3.0,38.0,18.0,0.0,93.0,236.629
11.0,19.0,12.0,2.0,8.0,33.0,13.0,0.0,93.0,236.629
28.0,23.0,1.0,4.0,5.0,28.0,9.0,0.0,100.0,330.061
34.0,19.0,1.0,2.0,32.0,37.0,10.0,0.0,100.0,330.061
14.0,23.0,1.0,2.0,2.0,34.0,14.0,0.0,100.0,330.061
1.0,13.0,1.0,3.0,1.0,37.0,14.0,0.0,100.0,330.061
14.0,23.0,1.0,3.0,4.0,34.0,14.0,0.0,100.0,330.061
11.0,26.0,1.0,2.0,8.0,33.0,13.0,0.0,100.0,330.061
15.0,3.0,1.0,4.0,8.0,40.0,12.0,0.0,100.0,330.061
5.0,26.0,1.0,2.0,8.0,43.0,13.0,0.0,100.0,330.061
36.0,26.0,1.0,2.0,4.0,50.0,18.0,0.0,100.0,330.061
3.0,28.0,1.0,4.0,1.0,38.0,18.0,0.0,100.0,330.061
3.0,28.0,1.0,6.0,1.0,38.0,18.0,0.0,100.0,330.061
34.0,28.0,2.0,3.0,2.0,37.0,10.0,0.0,96.0,251.818
3.0,27.0,2.0,4.0,3.0,38.0,18.0,0.0,96.0,251.818
28.0,7.0,2.0,4.0,1.0,28.0,9.0,0.0,96.0,251.818
11.0,22.0,2.0,6.0,3.0,33.0,13.0,0.0,96.0,251.818
20.0,28.0,2.0,6.0,3.0,36.0,11.0,0.0,96.0,251.818
3.0,23.0,2.0,6.0,3.0,38.0,18.0,0.0,96.0,251.818
3.0,27.0,2.0,2.0,2.0,38.0,18.0,0.0,96.0,251.818
3.0,27.0,2.0,4.0,3.0,38.0,18.0,0.0,96.0,251.818
3.0,10.0,2.0,5.0,8.0,38.0,18.0,0.0,96.0,251.818
24.0,26.0,2.0,5.0,8.0,41.0,16.0,0.0,96.0,251.818
3.0,27.0,2.0,6.0,3.0,38.0,18.0,0.0,96.0,251.818
6.0,22.0,2.0,2.0,8.0,33.0,13.0,0.0,96.0,251.818
3.0,27.0,2.0,2.0,3.0,38.0,18.0,0.0,96.0,251.818
24.0,23.0,2.0,3.0,2.0,41.0,16.0,0.0,96.0,251.818
15.0,23.0,2.0,3.0,2.0,40.0,12.0,0.0,96.0,251.818
30.0,11.0,2.0,4.0,16.0,29.0,6.0,0.0,96.0,251.818
3.0,27.0,2.0,4.0,3.0,38.0,18.0,0.0,96.0,251.818
3.0,27.0,2.0,6.0,3.0,38.0,18.0,0.0,96.0,251.818
24.0,10.0,2.0,6.0,24.0,41.0,16.0,0.0,96.0,251.818
3.0,27.0,2.0,4.0,3.0,38.0,18.0,0.0,96.0,251.818
3.0,27.0,2.0,6.0,3.0,38.0,18.0,0.0,96.0,251.818
34.0,18.0,3.0,3.0,8.0,37.0,10.0,0.0,98.0,244.387
24.0,19.0,3.0,4.0,16.0,41.0,16.0,0.0,98.0,244.387
24.0,28.0,3.0,6.0,2.0,41.0,16.0,0.0,98.0,244.387
20.0,28.0,3.0,6.0,4.0,36.0,11.0,0.0,98.0,244.387
3.0,28.0,3.0,2.0,2.0,38.0,18.0,0.0,98.0,244.387
1.0,22.0,3.0,2.0,8.0,37.0,14.0,0.0,98.0,244.387
17.0,22.0,3.0,3.0,8.0,40.0,17.0,0.0,98.0,244.387
23.0,22.0,3.0,3.0,8.0,36.0,11.0,0.0,98.0,244.387
3.0,28.0,3.0,2.0,16.0,38.0,18.0,0.0,98.0,244.387
10.0,22.0,3.0,4.0,8.0,28.0,3.0,0.0,98.0,244.387
13.0,0.0,3.0,4.0,0.0,31.0,12.0,1.0,98.0,244.387
1.0,21.0,3.0,5.0,8.0,37.0,14.0,0.0,98.0,244.387
36.0,23.0,3.0,6.0,2.0,50.0,18.0,0.0,98.0,244.387
36.0,14.0,3.0,3.0,3.0,50.0,18.0,0.0,98.0,244.387
36.0,13.0,3.0,4.0,8.0,50.0,18.0,0.0,98.0,244.387
1.0,0.0,3.0,5.0,0.0,37.0,14.0,1.0,98.0,244.387
24.0,0.0,3.0,5.0,0.0,41.0,16.0,1.0,98.0,244.387
36.0,0.0,3.0,5.0,0.0,50.0,18.0,1.0,98.0,244.387
3.0,28.0,3.0,6.0,8.0,38.0,18.0,0.0,98.0,244.387
11.0,22.0,3.0,6.0,8.0,33.0,13.0,0.0,98.0,244.387
20.0,19.0,3.0,2.0,8.0,36.0,11.0,0.0,98.0,244.387
24.0,28.0,3.0,3.0,2.0,41.0,16.0,0.0,98.0,244.387
3.0,28.0,4.0,4.0,4.0,38.0,18.0,0.0,98.0,239.409
20.0,28.0,4.0,6.0,3.0,36.0,11.0,0.0,98.0,239.409
18.0,26.0,4.0,6.0,4.0,28.0,4.0,0.0,98.0,239.409
13.0,22.0,4.0,2.0,4.0,31.0,12.0,0.0,98.0,239.409
33.0,26.0,4.0,2.0,4.0,47.0,14.0,0.0,98.0,239.409
18.0,23.0,4.0,4.0,8.0,28.0,4.0,0.0,98.0,239.409
3.0,28.0,4.0,4.0,8.0,38.0,18.0,0.0,98.0,239.409
36.0,23.0,4.0,2.0,1.0,50.0,18.0,0.0,98.0,239.409
36.0,13.0,4.0,4.0,120.0,50.0,18.0,0.0,98.0,239.409
26.0,28.0,4.0,6.0,8.0,43.0,13.0,0.0,98.0,239.409
20.0,28.0,4.0,6.0,4.0,36.0,11.0,0.0,98.0,239.409
3.0,28.0,4.0,2.0,4.0,38.0,18.0,0.0,98.0,239.409
34.0,11.0,4.0,4.0,2.0,37.0,10.0,0.0,98.0,239.409
5.0,13.0,5.0,2.0,16.0,43.0,13.0,0.0,99.0,246.074
33.0,23.0,5.0,4.0,2.0,47.0,14.0,0.0,99.0,246.074
13.0,10.0,5.0,2.0,8.0,31.0,12.0,0.0,99.0,246.074
22.0,23.0,5.0,4.0,3.0,30.0,9.0,0.0,99.0,246.074
3.0,28.0,5.0,4.0,4.0,38.0,18.0,0.0,99.0,246.074
10.0,23.0,5.0,5.0,1.0,28.0,3.0,0.0,99.0,246.074
20.0,28.0,5.0,6.0,3.0,36.0,11.0,0.0,99.0,246.074
17.0,11.0,5.0,2.0,2.0,40.0,17.0,0.0,99.0,246.074
17.0,8.0,5.0,2.0,3.0,40.0,17.0,0.0,99.0,246.074
9.0,18.0,5.0,4.0,8.0,58.0,16.0,0.0,99.0,246.074
28.0,25.0,5.0,4.0,3.0,28.0,9.0,0.0,99.0,246.074
18.0,13.0,5.0,6.0,8.0,28.0,4.0,0.0,99.0,246.074
22.0,25.0,5.0,2.0,2.0,30.0,9.0,0.0,99.0,246.074
34.0,28.0,5.0,2.0,1.0,37.0,10.0,0.0,99.0,246.074
1.0,1.0,5.0,2.0,8.0,37.0,14.0,0.0,99.0,246.074
22.0,23.0,5.0,4.0,3.0,30.0,9.0,0.0,99.0,246.074
34.0,23.0,6.0,2.0,3.0,37.0,10.0,0.0,95.0,253.957
3.0,28.0,6.0,2.0,3.0,38.0,18.0,0.0,95.0,253.957
34.0,28.0,6.0,3.0,2.0,37.0,10.0,0.0,95.0,253.957
28.0,23.0,6.0,5.0,4.0,28.0,9.0,0.0,95.0,253.957
20.0,28.0,6.0,6.0,4.0,36.0,11.0,0.0,95.0,253.957
3.0,0.0,6.0,6.0,0.0,38.0,18.0,1.0,95.0,253.957
15.0,13.0,6.0,2.0,40.0,40.0,12.0,0.0,95.0,253.957
3.0,28.0,6.0,2.0,24.0,38.0,18.0,0.0,95.0,253.957
24.0,28.0,6.0,3.0,3.0,41.0,16.0,0.0,95.0,253.957
3.0,28.0,6.0,2.0,4.0,38.0,18.0,0.0,95.0,253.957
5.0,26.0,6.0,3.0,8.0,43.0,13.0,0.0,95.0,253.957
3.0,28.0,6.0,2.0,2.0,38.0,18.0,0.0,95.0,253.957
28.0,23.0,6.0,4.0,2.0,28.0,9.0,0.0,95.0,253.957
36.0,23.0,6.0,4.0,2.0,50.0,18.0,0.0,95.0,253.957
3.0,5.0,6.0,4.0,8.0,38.0,18.0,0.0,95.0,253.957
22.0,21.0,6.0,4.0,2.0,30.0,9.0,0.0,95.0,253.957
24.0,28.0,6.0,6.0,2.0,41.0,16.0,0.0,95.0,253.957
18.0,11.0,6.0,3.0,1.0,28.0,4.0,0.0,95.0,253.957
1.0,13.0,6.0,3.0,8.0,37.0,14.0,0.0,95.0,253.957
22.0,23.0,7.0,5.0,2.0,30.0,9.0,0.0,92.0,230.29
28.0,25.0,7.0,5.0,4.0,28.0,9.0,0.0,92.0,230.29
20.0,13.0,7.0,6.0,8.0,36.0,11.0,0.0,92.0,230.29
21.0,7.0,7.0,2.0,8.0,33.0,8.0,0.0,92.0,230.29
18.0,25.0,7.0,6.0,8.0,28.0,4.0,0.0,92.0,230.29
34.0,26.0,7.0,6.0,8.0,37.0,10.0,0.0,92.0,230.29
20.0,26.0,7.0,2.0,4.0,36.0,11.0,0.0,92.0,230.29
34.0,28.0,7.0,3.0,8.0,37.0,10.0,0.0,92.0,230.29
26.0,15.0,7.0,2.0,8.0,43.0,13.0,0.0,92.0,230.29
2.0,23.0,7.0,2.0,1.0,48.0,12.0,0.0,92.0,230.29
24.0,28.0,7.0,3.0,2.0,41.0,16.0,0.0,92.0,230.29
28.0,9.0,7.0,3.0,112.0,28.0,9.0,0.0,92.0,230.29
3.0,28.0,7.0,3.0,1.0,38.0,18.0,0.0,92.0,230.29
36.0,23.0,7.0,6.0,1.0,50.0,18.0,0.0,92.0,230.29
10.0,22.0,7.0,6.0,8.0,28.0,3.0,0.0,92.0,230.29
11.0,22.0,7.0,2.0,8.0,33.0,13.0,0.0,92.0,230.29
5.0,26.0,7.0,2.0,8.0,43.0,13.0,0.0,92.0,230.29
24.0,28.0,7.0,3.0,2.0,41.0,16.0,0.0,92.0,230.29
15.0,28.0,7.0,5.0,1.0,40.0,12.0,0.0,92.0,230.29
7.0,23.0,7.0,5.0,2.0,39.0,14.0,0.0,92.0,230.29
3.0,25.0,8.0,5.0,4.0,38.0,18.0,0.0,93.0,249.797
17.0,25.0,8.0,2.0,1.0,40.0,17.0,0.0,93.0,249.797
24.0,28.0,8.0,3.0,4.0,41.0,16.0,0.0,93.0,249.797
34.0,28.0,8.0,3.0,4.0,37.0,10.0,0.0,93.0,249.797
11.0,26.0,8.0,3.0,8.0,33.0,13.0,0.0,93.0,249.797
5.0,26.0,8.0,3.0,8.0,43.0,13.0,0.0,93.0,249.797
15.0,28.0,8.0,5.0,4.0,40.0,12.0,0.0,93.0,249.797
3.0,25.0,8.0,2.0,4.0,38.0,18.0,0.0,93.0,249.797
17.0,25.0,8.0,3.0,8.0,40.0,17.0,0.0,93.0,249.797
18.0,23.0,8.0,5.0,16.0,28.0,4.0,0.0,93.0,249.797
1.0,23.0,8.0,3.0,4.0,37.0,14.0,0.0,93.0,249.797
24.0,28.0,8.0,3.0,1.0,41.0,16.0,0.0,93.0,249.797
34.0,28.0,8.0,3.0,5.0,37.0,10.0,0.0,93.0,249.797
15.0,28.0,8.0,5.0,2.0,40.0,12.0,0.0,93.0,249.797
20.0,28.0,8.0,2.0,3.0,36.0,11.0,0.0,93.0,249.797
24.0,28.0,9.0,3.0,1.0,41.0,16.0,0.0,87.0,261.756
24.0,28.0,9.0,3.0,1.0,41.0,16.0,0.0,87.0,261.756
34.0,28.0,9.0,3.0,3.0,37.0,10.0,0.0,87.0,261.756
14.0,23.0,9.0,3.0,2.0,34.0,14.0,0.0,87.0,261.756
15.0,28.0,9.0,5.0,2.0,40.0,12.0,0.0,87.0,261.756
22.0,23.0,9.0,6.0,8.0,30.0,9.0,0.0,87.0,261.756
33.0,23.0,9.0,6.0,1.0,47.0,14.0,0.0,87.0,261.756
3.0,23.0,9.0,2.0,4.0,38.0,18.0,0.0,87.0,261.756
28.0,23.0,9.0,4.0,1.0,28.0,9.0,0.0,87.0,261.756
22.0,23.0,9.0,2.0,2.0,30.0,9.0,0.0,87.0,261.756
13.0,23.0,9.0,3.0,8.0,31.0,12.0,0.0,87.0,261.756
10.0,22.0,9.0,3.0,8.0,28.0,3.0,0.0,87.0,261.756
32.0,4.0,10.0,5.0,1.0,49.0,29.0,0.0,91.0,284.853
25.0,11.0,10.0,5.0,3.0,32.0,8.0,0.0,91.0,284.853
24.0,26.0,10.0,6.0,8.0,41.0,16.0,0.0,91.0,284.853
32.0,14.0,10.0,4.0,3.0,49.0,29.0,0.0,91.0,284.853
15.0,28.0,10.0,4.0,2.0,40.0,12.0,0.0,91.0,284.853
34.0,23.0,10.0,3.0,2.0,37.0,10.0,0.0,91.0,284.853
32.0,23.0,10.0,5.0,2.0,49.0,29.0,0.0,91.0,284.853
15.0,23.0,10.0,6.0,1.0,40.0,12.0,0.0,91.0,284.853
28.0,23.0,10.0,3.0,2.0,28.0,9.0,0.0,91.0,284.853
13.0,23.0,10.0,3.0,8.0,31.0,12.0,0.0,91.0,284.853
13.0,23.0,10.0,3.0,3.0,31.0,12.0,0.0,91.0,284.853
28.0,23.0,10.0,3.0,4.0,28.0,9.0,0.0,91.0,284.853
13.0,26.0,10.0,3.0,8.0,31.0,12.0,0.0,91.0,284.853
3.0,28.0,10.0,4.0,3.0,38.0,18.0,0.0,91.0,284.853
9.0,1.0,10.0,4.0,1.0,58.0,16.0,0.0,91.0,284.853
15.0,23.0,10.0,4.0,1.0,40.0,12.0,0.0,91.0,284.853
13.0,10.0,10.0,5.0,8.0,31.0,12.0,0.0,91.0,284.853
28.0,13.0,10.0,5.0,1.0,28.0,9.0,0.0,91.0,284.853
13.0,10.0,10.0,6.0,8.0,31.0,12.0,0.0,91.0,284.853
28.0,10.0,10.0,6.0,3.0,28.0,9.0,0.0,91.0,284.853
6.0,23.0,10.0,2.0,8.0,33.0,13.0,0.0,91.0,284.853
25.0,6.0,10.0,2.0,8.0,32.0,8.0,0.0,91.0,284.853
33.0,10.0,10.0,2.0,8.0,47.0,14.0,0.0,91.0,284.853
28.0,0.0,10.0,2.0,0.0,28.0,9.0,1.0,91.0,284.853
28.0,13.0,10.0,3.0,3.0,28.0,9.0,0.0,91.0,284.853
3.0,21.0,11.0,3.0,1.0,38.0,18.0,0.0,93.0,268.519
34.0,28.0,11.0,4.0,3.0,37.0,10.0,0.0,93.0,268.519
18.0,2.0,11.0,4.0,24.0,28.0,4.0,0.0,93.0,268.519
3.0,28.0,11.0,6.0,1.0,38.0,18.0,0.0,93.0,268.519
34.0,9.0,11.0,3.0,8.0,37.0,10.0,0.0,93.0,268.519
11.0,24.0,11.0,4.0,8.0,33.0,13.0,0.0,93.0,268.519
25.0,1.0,11.0,6.0,8.0,32.0,8.0,0.0,93.0,268.519
28.0,23.0,11.0,6.0,4.0,28.0,9.0,0.0,93.0,268.519
10.0,22.0,11.0,3.0,8.0,28.0,3.0,0.0,93.0,268.519
15.0,28.0,11.0,4.0,2.0,40.0,12.0,0.0,93.0,268.519
34.0,13.0,11.0,5.0,2.0,37.0,10.0,0.0,93.0,268.519
28.0,14.0,11.0,5.0,3.0,28.0,9.0,0.0,93.0,268.519
3.0,28.0,11.0,2.0,1.0,38.0,18.0,0.0,93.0,268.519
34.0,23.0,11.0,2.0,8.0,37.0,10.0,0.0,93.0,268.519
34.0,8.0,11.0,3.0,8.0,37.0,10.0,0.0,93.0,268.519
28.0,23.0,11.0,3.0,2.0,28.0,9.0,0.0,93.0,268.519
15.0,0.0,11.0,3.0,0.0,40.0,12.0,1.0,93.0,268.519
11.0,0.0,11.0,4.0,0.0,33.0,13.0,1.0,93.0,268.519
33.0,14.0,11.0,5.0,4.0,47.0,14.0,0.0,93.0,268.519
5.0,0.0,11.0,5.0,0.0,43.0,13.0,1.0,93.0,268.519
28.0,23.0,11.0,6.0,2.0,28.0,9.0,0.0,93.0,268.519
13.0,26.0,11.0,6.0,8.0,31.0,12.0,0.0,93.0,268.519
10.0,28.0,11.0,2.0,2.0,28.0,3.0,0.0,93.0,268.519
3.0,13.0,12.0,3.0,32.0,38.0,18.0,0.0,98.0,280.549
15.0,28.0,12.0,4.0,1.0,40.0,12.0,0.0,98.0,280.549
28.0,23.0,12.0,4.0,3.0,28.0,9.0,0.0,98.0,280.549
22.0,13.0,12.0,6.0,1.0,30.0,9.0,0.0,98.0,280.549
28.0,23.0,12.0,6.0,3.0,28.0,9.0,0.0,98.0,280.549
28.0,23.0,12.0,4.0,3.0,28.0,9.0,0.0,98.0,280.549
10.0,14.0,12.0,5.0,4.0,28.0,3.0,0.0,98.0,280.549
17.0,18.0,12.0,6.0,2.0,40.0,17.0,0.0,98.0,280.549
5.0,26.0,12.0,6.0,8.0,43.0,13.0,0.0,98.0,280.549
12.0,18.0,12.0,2.0,8.0,31.0,1.0,0.0,98.0,280.549
22.0,13.0,12.0,3.0,16.0,30.0,9.0,0.0,98.0,280.549
28.0,23.0,12.0,3.0,2.0,28.0,9.0,0.0,98.0,280.549
28.0,23.0,12.0,5.0,3.0,28.0,9.0,0.0,98.0,280.549
28.0,23.0,12.0,2.0,2.0,28.0,9.0,0.0,98.0,280.549
14.0,18.0,12.0,3.0,80.0,34.0,14.0,0.0,98.0,280.549
22.0,12.0,1.0,2.0,24.0,30.0,9.0,0.0,96.0,313.532
22.0,12.0,1.0,5.0,16.0,30.0,9.0,0.0,96.0,313.532
17.0,25.0,1.0,5.0,2.0,40.0,17.0,0.0,96.0,313.532
17.0,25.0,1.0,6.0,2.0,40.0,17.0,0.0,96.0,313.532
22.0,13.0,1.0,2.0,3.0,30.0,9.0,0.0,96.0,313.532
17.0,25.0,1.0,4.0,2.0,40.0,17.0,0.0,96.0,313.532
32.0,10.0,1.0,5.0,8.0,49.0,29.0,0.0,96.0,313.532
17.0,18.0,1.0,6.0,3.0,40.0,17.0,0.0,96.0,313.532
22.0,27.0,1.0,2.0,2.0,30.0,9.0,0.0,96.0,313.532
14.0,18.0,1.0,3.0,8.0,34.0,14.0,0.0,96.0,313.532
22.0,27.0,1.0,4.0,2.0,30.0,9.0,0.0,96.0,313.532
3.0,27.0,1.0,4.0,3.0,38.0,18.0,0.0,96.0,313.532
11.0,13.0,1.0,4.0,8.0,33.0,13.0,0.0,96.0,313.532
3.0,27.0,1.0,5.0,3.0,38.0,18.0,0.0,96.0,313.532
3.0,27.0,1.0,6.0,2.0,38.0,18.0,0.0,96.0,313.532
3.0,13.0,2.0,3.0,8.0,38.0,18.0,0.0,97.0,264.249
28.0,23.0,2.0,3.0,3.0,28.0,9.0,0.0,97.0,264.249
33.0,1.0,2.0,4.0,8.0,47.0,14.0,0.0,97.0,264.249
3.0,27.0,2.0,4.0,2.0,38.0,18.0,0.0,97.0,264.249
28.0,28.0,2.0,5.0,3.0,28.0,9.0,0.0,97.0,264.249
3.0,27.0,2.0,5.0,2.0,38.0,18.0,0.0,97.0,264.249
22.0,27.0,2.0,5.0,2.0,30.0,9.0,0.0,97.0,264.249
29.0,28.0,2.0,6.0,2.0,41.0,15.0,0.0,97.0,264.249
3.0,27.0,2.0,6.0,2.0,38.0,18.0,0.0,97.0,264.249
12.0,19.0,2.0,2.0,2.0,31.0,1.0,0.0,97.0,264.249
3.0,27.0,2.0,2.0,2.0,38.0,18.0,0.0,97.0,264.249
28.0,7.0,2.0,3.0,8.0,28.0,9.0,0.0,97.0,264.249
3.0,27.0,2.0,4.0,3.0,38.0,18.0,0.0,97.0,264.249
3.0,27.0,2.0,5.0,3.0,38.0,18.0,0.0,97.0,264.249
28.0,25.0,2.0,5.0,3.0,28.0,9.0,0.0,97.0,264.249
22.0,13.0,2.0,5.0,2.0,30.0,9.0,0.0,97.0,264.249
17.0,23.0,2.0,6.0,2.0,40.0,17.0,0.0,97.0,264.249
3.0,27.0,2.0,6.0,3.0,38.0,18.0,0.0,97.0,264.249
12.0,12.0,2.0,4.0,3.0,31.0,1.0,0.0,97.0,264.249
22.0,27.0,2.0,4.0,2.0,30.0,9.0,0.0,97.0,264.249
3.0,27.0,2.0,4.0,2.0,38.0,18.0,0.0,97.0,264.249
3.0,13.0,2.0,5.0,8.0,38.0,18.0,0.0,97.0,264.249
3.0,27.0,2.0,6.0,2.0,38.0,18.0,0.0,97.0,264.249
14.0,25.0,2.0,2.0,5.0,34.0,14.0,0.0,97.0,264.249
25.0,25.0,2.0,2.0,3.0,32.0,8.0,0.0,97.0,264.249
3.0,27.0,2.0,2.0,2.0,38.0,18.0,0.0,97.0,264.249
28.0,7.0,2.0,2.0,2.0,28.0,9.0,0.0,97.0,264.249
3.0,27.0,2.0,3.0,2.0,38.0,18.0,0.0,97.0,264.249
33.0,23.0,2.0,3.0,2.0,47.0,14.0,0.0,97.0,264.249
28.0,25.0,2.0,3.0,2.0,28.0,9.0,0.0,97.0,264.249
3.0,27.0,2.0,4.0,2.0,38.0,18.0,0.0,97.0,264.249
3.0,27.0,2.0,5.0,2.0,38.0,18.0,0.0,97.0,264.249
25.0,25.0,2.0,6.0,2.0,32.0,8.0,0.0,97.0,264.249
3.0,27.0,3.0,2.0,2.0,38.0,18.0,0.0,99.0,222.196
33.0,23.0,3.0,2.0,2.0,47.0,14.0,0.0,99.0,222.196
9.0,25.0,3.0,3.0,3.0,58.0,16.0,0.0,99.0,222.196
33.0,25.0,3.0,3.0,3.0,47.0,14.0,0.0,99.0,222.196
9.0,12.0,3.0,3.0,112.0,58.0,16.0,0.0,99.0,222.196
3.0,27.0,3.0,4.0,2.0,38.0,18.0,0.0,99.0,222.196
28.0,27.0,3.0,5.0,2.0,28.0,9.0,0.0,99.0,222.196
3.0,27.0,3.0,5.0,3.0,38.0,18.0,0.0,99.0,222.196
28.0,25.0,3.0,5.0,2.0,28.0,9.0,0.0,99.0,222.196
22.0,27.0,3.0,6.0,3.0,30.0,9.0,0.0,99.0,222.196
25.0,25.0,3.0,2.0,3.0,32.0,8.0,0.0,99.0,222.196
10.0,19.0,3.0,2.0,8.0,28.0,3.0,0.0,99.0,222.196
3.0,13.0,3.0,3.0,8.0,38.0,18.0,0.0,99.0,222.196
3.0,27.0,3.0,4.0,2.0,38.0,18.0,0.0,99.0,222.196
3.0,27.0,3.0,5.0,3.0,38.0,18.0,0.0,99.0,222.196
22.0,27.0,3.0,6.0,2.0,30.0,9.0,0.0,99.0,222.196
3.0,10.0,3.0,2.0,4.0,38.0,18.0,0.0,99.0,222.196
33.0,13.0,3.0,2.0,2.0,47.0,14.0,0.0,99.0,222.196
3.0,27.0,3.0,2.0,3.0,38.0,18.0,0.0,99.0,222.196
28.0,7.0,3.0,2.0,8.0,28.0,9.0,0.0,99.0,222.196
3.0,27.0,3.0,3.0,2.0,38.0,18.0,0.0,99.0,222.196
11.0,23.0,3.0,4.0,8.0,33.0,13.0,0.0,99.0,222.196
9.0,25.0,3.0,4.0,2.0,58.0,16.0,0.0,99.0,222.196
3.0,27.0,3.0,4.0,2.0,38.0,18.0,0.0,99.0,222.196
33.0,23.0,3.0,5.0,3.0,47.0,14.0,0.0,99.0,222.196
3.0,27.0,3.0,5.0,3.0,38.0,18.0,0.0,99.0,222.196
22.0,23.0,3.0,6.0,2.0,30.0,9.0,0.0,99.0,222.196
3.0,27.0,3.0,6.0,3.0,38.0,18.0,0.0,99.0,222.196
3.0,27.0,3.0,3.0,3.0,38.0,18.0,0.0,99.0,222.196
16.0,23.0,3.0,4.0,8.0,46.0,24.0,0.0,99.0,222.196
14.0,13.0,3.0,4.0,24.0,34.0,14.0,0.0,99.0,222.196
3.0,27.0,3.0,4.0,3.0,38.0,18.0,0.0,99.0,222.196
3.0,27.0,3.0,5.0,3.0,38.0,18.0,0.0,99.0,222.196
22.0,13.0,3.0,2.0,2.0,30.0,9.0,0.0,99.0,222.196
11.0,19.0,3.0,2.0,104.0,33.0,13.0,0.0,99.0,222.196
13.0,22.0,3.0,4.0,8.0,31.0,12.0,0.0,99.0,222.196
28.0,13.0,4.0,2.0,8.0,28.0,9.0,0.0,91.0,246.288
34.0,10.0,4.0,2.0,8.0,37.0,10.0,0.0,91.0,246.288
10.0,19.0,4.0,3.0,8.0,28.0,3.0,0.0,91.0,246.288
33.0,19.0,4.0,4.0,8.0,47.0,14.0,0.0,91.0,246.288
6.0,13.0,4.0,5.0,8.0,33.0,13.0,0.0,91.0,246.288
22.0,27.0,4.0,6.0,2.0,30.0,9.0,0.0,91.0,246.288
13.0,7.0,4.0,2.0,24.0,31.0,12.0,0.0,91.0,246.288
17.0,16.0,4.0,3.0,2.0,40.0,17.0,0.0,91.0,246.288
36.0,23.0,4.0,3.0,3.0,50.0,18.0,0.0,91.0,246.288
10.0,23.0,4.0,3.0,2.0,28.0,3.0,0.0,91.0,246.288
34.0,10.0,4.0,4.0,2.0,37.0,10.0,0.0,91.0,246.288
1.0,22.0,4.0,6.0,8.0,37.0,14.0,0.0,91.0,246.288
22.0,27.0,4.0,6.0,2.0,30.0,9.0,0.0,91.0,246.288
28.0,19.0,4.0,2.0,8.0,28.0,9.0,0.0,91.0,246.288
25.0,16.0,4.0,3.0,3.0,32.0,8.0,0.0,91.0,246.288
22.0,27.0,4.0,6.0,2.0,30.0,9.0,0.0,91.0,246.288
14.0,28.0,4.0,3.0,4.0,34.0,14.0,0.0,91.0,246.288
28.0,19.0,4.0,5.0,8.0,28.0,9.0,0.0,91.0,246.288
36.0,14.0,4.0,5.0,2.0,50.0,18.0,0.0,91.0,246.288
22.0,27.0,4.0,6.0,2.0,30.0,9.0,0.0,91.0,246.288
1.0,22.0,5.0,2.0,8.0,37.0,14.0,0.0,99.0,237.656
29.0,19.0,5.0,4.0,3.0,41.0,15.0,0.0,99.0,237.656
25.0,28.0,5.0,4.0,2.0,32.0,8.0,0.0,99.0,237.656
34.0,8.0,5.0,4.0,3.0,37.0,10.0,0.0,99.0,237.656
5.0,26.0,5.0,4.0,8.0,43.0,13.0,0.0,99.0,237.656
22.0,13.0,5.0,5.0,1.0,30.0,9.0,0.0,99.0,237.656
15.0,28.0,5.0,5.0,2.0,40.0,12.0,0.0,99.0,237.656
29.0,14.0,5.0,5.0,8.0,41.0,15.0,0.0,99.0,237.656
26.0,19.0,5.0,6.0,64.0,43.0,13.0,0.0,99.0,237.656
29.0,22.0,5.0,6.0,8.0,41.0,15.0,0.0,99.0,237.656
22.0,27.0,5.0,6.0,2.0,30.0,9.0,0.0,99.0,237.656
36.0,23.0,5.0,2.0,2.0,50.0,18.0,0.0,99.0,237.656
36.0,5.0,5.0,3.0,3.0,50.0,18.0,0.0,99.0,237.656
34.0,28.0,5.0,3.0,1.0,37.0,10.0,0.0,99.0,237.656
36.0,0.0,5.0,3.0,0.0,50.0,18.0,1.0,99.0,237.656
22.0,27.0,5.0,4.0,2.0,30.0,9.0,0.0,99.0,237.656
23.0,0.0,5.0,4.0,0.0,36.0,11.0,1.0,99.0,237.656
17.0,16.0,5.0,6.0,1.0,40.0,17.0,0.0,99.0,237.656
14.0,10.0,5.0,2.0,48.0,34.0,14.0,0.0,99.0,237.656
25.0,10.0,5.0,2.0,8.0,32.0,8.0,0.0,99.0,237.656
15.0,22.0,5.0,4.0,8.0,40.0,12.0,0.0,99.0,237.656
